impression_id,user_id,news_id,rank,label,score,content_score,cf_score,popularity_score,category_score,subcategory_score
3,U44190,N30290,4,0,0.4182183742523193,0.4849297106266022,0.0,1.0,0.0,0.0
3,U44190,N62365,5,0,0.4175903797149658,0.9279786348342896,0.0,0.0,0.0,0.0
3,U44190,N5472,6,0,0.404973566532135,0.3443856835365295,0.0,0.0,1.0,1.0
3,U44190,N49285,7,0,0.3728166222572326,0.7544073462486267,0.0,0.0,0.3333333134651184,0.0
3,U44190,N37352,8,0,0.3716967105865478,0.751918613910675,0.0,0.0,0.3333333134651184,0.0
3,U44190,N36779,9,0,0.359701544046402,0.3929875791072845,0.0,0.1642857044935226,1.0,0.3333333134651184
3,U44190,N42844,10,0,0.3506612479686737,0.5940620303153992,0.0,0.0,0.3333333134651184,0.3333333134651184
3,U44190,N11930,11,0,0.3114926517009735,0.6731582880020142,0.0,0.042857140302658,0.0,0.0
3,U44190,N16680,12,0,0.2610001862049103,0.2466670721769333,0.0,0.0,1.0,0.3333333134651184
3,U44190,N20036,13,0,0.2485598176717758,0.4147890210151672,0.0,0.1428571343421936,0.3333333134651184,0.0
3,U44190,N5940,14,1,0.2403567880392074,0.4505283534526825,0.0,0.021428570151329,0.3333333134651184,0.0
3,U44190,N55036,15,0,0.2258253544569015,0.1685007810592651,0.0,0.0,1.0,0.3333333134651184
3,U44190,N55237,16,0,0.2092104405164718,0.464912086725235,0.0,0.0,0.0,0.0
3,U44190,N58098,17,0,0.2077516615390777,0.4616703689098358,0.0,0.0,0.0,0.0
3,U44190,N53572,18,0,0.1553056687116623,0.3451237082481384,0.0,0.0,0.0,0.0
3,U44190,N50775,19,0,0.1000000014901161,0.0,0.0,0.0,1.0,0.0
3,U44190,N13408,20,0,0.0969443619251251,0.2154319137334823,0.0,0.0,0.0,0.0
3,U44190,N19990,21,0,0.0937938243150711,0.1343566477298736,0.0,0.0,0.3333333134651184,0.0
3,U44190,N53283,22,0,0.0774245858192443,0.1720546334981918,0.0,0.0,0.0,0.0
4,U87380,N52492,1,0,0.6113742589950562,0.8030538558959961,0.0,0.0,1.0,1.0
4,U87380,N24802,2,0,0.5551415085792542,0.6780922412872314,0.0,0.0,1.0,1.0
4,U87380,N11930,3,0,0.5403726696968079,1.0,0.0,0.1304347813129425,0.1428571343421936,0.3333333134651184
4,U87380,N21941,4,0,0.523101806640625,0.606893002986908,0.0,0.0,1.0,1.0
4,U87380,N29091,5,0,0.5069490671157837,0.570997953414917,0.0,0.0,1.0,1.0
4,U87380,N6916,6,0,0.4480412602424621,0.5705264806747437,0.0,0.9565216898918152,0.0,0.0
4,U87380,N34130,7,0,0.4461398422718048,0.8168187141418457,0.0,0.0,0.2857142686843872,0.3333333134651184
4,U87380,N15347,8,1,0.4418757855892181,0.88670814037323,0.0,0.0,0.4285714328289032,0.0
4,U87380,N1952,9,0,0.4208942949771881,0.3956381976604461,0.0,0.9999999403953552,0.4285714328289032,0.0
4,U87380,N45057,10,0,0.3341648280620575,0.1870329529047012,0.0,0.0,1.0,1.0
4,U87380,N62365,11,0,0.3014218509197235,0.669826328754425,0.0,0.0,0.0,0.0
4,U87380,N6074,12,0,0.26575568318367,0.571244478225708,0.0,0.0434782579541206,0.0,0.0
4,U87380,N49285,13,0,0.2612873613834381,0.4060353934764862,0.0,0.0,0.2857142686843872,0.3333333134651184
4,U87380,N53572,14,0,0.2300093173980713,0.5111318230628967,0.0,0.0,0.0,0.0
4,U87380,N48740,15,0,0.2066796869039535,0.4592882096767425,0.0,0.0,0.0,0.0
4,U87380,N19990,16,0,0.1888024508953094,0.4195610284805298,0.0,0.0,0.0,0.0
4,U87380,N60675,17,0,0.1816570907831192,0.4036824405193329,0.0,0.0,0.0,0.0
4,U87380,N6400,18,0,0.1763704419136047,0.2966962456703186,0.0,0.0,0.4285714328289032,0.0
4,U87380,N51470,19,0,0.1465925276279449,0.3257611691951751,0.0,0.0,0.0,0.0
4,U87380,N38620,20,0,0.140628695487976,0.3028463721275329,0.0,0.0217391289770603,0.0,0.0
4,U87380,N19611,21,0,0.1196911185979843,0.2659802734851837,0.0,0.0,0.0,0.0
4,U87380,N60762,22,0,0.1000000014901161,0.0,0.0,0.0,1.0,0.0
4,U87380,N29862,23,0,0.0729923546314239,0.16220523416996,0.0,0.0,0.0,0.0
4,U87380,N6950,24,0,0.0609575100243091,0.1354611366987228,0.0,0.0,0.0,0.0
4,U87380,N60215,25,0,0.041003156453371,0.0911181271076202,0.0,0.0,0.0,0.0
4,U87380,N4733,26,0,0.0063876020722091,0.0141946719959378,0.0,0.0,0.0,0.0
5,U9444,N34130,1,0,0.6499999761581421,1.0,0.0,0.0,0.5,1.0
5,U9444,N49285,2,0,0.5943069458007812,0.8762375712394714,0.0,0.0,0.5,1.0
5,U9444,N31958,3,1,0.578416109085083,0.7266389727592468,0.0,0.0071428567171096,1.0,1.0
5,U9444,N30290,4,0,0.5479924082756042,0.7733164429664612,0.0,1.0,0.0,0.0
5,U9444,N29393,5,0,0.3146352767944336,0.5880783796310425,0.0,0.0,0.5,0.0
5,U9444,N62365,6,0,0.2992073595523834,0.6649052500724792,0.0,0.0,0.0,0.0
5,U9444,N36779,7,0,0.2170856297016143,0.40939661860466,0.0,0.1642857044935226,0.0,0.0
5,U9444,N5940,8,1,0.149672046303749,0.3230807483196258,0.0,0.021428570151329,0.0,0.0
5,U9444,N20036,9,0,0.1163844093680381,0.1951399594545364,0.0,0.1428571343421936,0.0,0.0
5,U9444,N19990,10,0,0.1040642634034156,0.2312539219856262,0.0,0.0,0.0,0.0
5,U9444,N19611,11,0,0.0950856357812881,0.2113014161586761,0.0,0.0,0.0,0.0
5,U9444,N51470,12,0,0.0257688350975513,0.0572640784084796,0.0,0.0,0.0,0.0
5,U9444,N23355,13,0,0.0,0.0,0.0,0.0,0.0,0.0
6,U69606,N29091,1,0,0.603656530380249,0.7859034538269043,0.0,0.0,1.0,1.0
6,U69606,N24802,2,1,0.550000011920929,1.0,0.0,0.0,1.0,0.0
6,U69606,N53572,3,0,0.4225298762321472,0.938955307006836,0.0,0.0,0.0,0.0
6,U69606,N11390,4,0,0.4124088287353515,0.6942418813705444,0.0,0.0,1.0,0.0
6,U69606,N55237,5,0,0.3893557488918304,0.8652350306510925,0.0,0.0,0.0,0.0
6,U69606,N5472,6,0,0.329271912574768,0.5094931721687317,0.0,0.0,1.0,0.0
6,U69606,N19611,7,0,0.3018949031829834,0.5597664713859558,0.0,0.0,0.5,0.0
6,U69606,N31958,8,1,0.2999991476535797,0.0,0.0,0.9999956488609314,1.0,0.0
6,U69606,N29862,9,0,0.2916419208049774,0.6480931639671326,0.0,0.0,0.0,0.0
6,U69606,N6400,10,0,0.2723146080970764,0.3829213380813598,0.0,0.0,1.0,0.0
6,U69606,N48740,11,0,0.0390610061585903,0.0868022367358207,0.0,0.0,0.0,0.0
7,U70421,N30290,1,0,0.75,1.0,0.0,1.0,1.0,0.0
7,U70421,N20036,2,0,0.3900634944438934,0.6922045946121216,0.0,0.1428571343421936,0.5,0.0
7,U70421,N36779,3,0,0.2828571498394012,0.0,0.0,0.1642857044935226,1.0,1.0
7,U70421,N5940,4,0,0.240103393793106,0.4129282236099243,0.0,0.021428570151329,0.5,0.0
7,U70421,N42767,5,1,0.1551815718412399,0.3321495354175567,0.0,0.0285714268684387,0.0,0.0
7,U70421,N32536,6,0,0.0566440820693969,0.1258757412433624,0.0,0.0,0.0,0.0
7,U70421,N31958,7,0,0.0100818155333399,0.019229432567954,0.0,0.0071428567171096,0.0,0.0
8,U38418,N20477,1,1,0.6801341772079468,1.0,0.0,0.0006711409660056,0.7999999523162842,1.0
8,U38418,N56211,2,0,0.5213034749031067,0.7548727989196777,0.0,0.4080536961555481,1.0,0.0
8,U38418,N38779,3,0,0.4656220376491546,0.3680489957332611,0.0,1.0,1.0,0.0
8,U38418,N7330,4,0,0.4130089581012726,0.6122421622276306,0.0,0.0,1.0,0.25
8,U38418,N5051,5,0,0.4078394770622253,0.5174211263656616,0.0,0.0,1.0,0.5
8,U38418,N33397,6,0,0.3942793011665344,0.4869890213012695,0.0,0.0006711409660056,1.0,0.5
8,U38418,N49712,7,0,0.3820604979991913,0.4755707383155823,0.0,0.340268462896347,1.0,0.0
8,U38418,N16120,8,0,0.3733490109443664,0.4291424453258514,0.0,0.0261744949966669,1.0,0.5
8,U38418,N45612,9,0,0.369705468416214,0.5148190259933472,0.0,0.0026845638640224,1.0,0.25
8,U38418,N45523,10,0,0.3639667928218841,0.5036696791648865,0.0,0.6865772008895874,0.0,0.0
8,U38418,N13347,11,0,0.3622085154056549,0.4993523061275482,0.0,0.0,1.0,0.25
8,U38418,N29363,12,0,0.3465712070465088,0.5371977686882019,0.0,0.024161072447896,1.0,0.0
8,U38418,N17228,13,0,0.3421468734741211,0.4538760185241699,0.0,0.0020134227816015,1.0,0.25
8,U38418,N57818,14,1,0.337787389755249,0.5475066304206848,0.0,0.0570469796657562,0.7999999523162842,0.0
8,U38418,N46917,15,0,0.3245517611503601,0.4438212215900421,0.0,0.1241610795259475,1.0,0.0
8,U38418,N31289,16,0,0.2981694936752319,0.3373565673828125,0.0,0.0442952997982502,1.0,0.25
8,U38418,N12769,17,0,0.2937917411327362,0.3455252945423126,0.0,0.004026845563203,1.0,0.25
8,U38418,N53687,18,0,0.2889977991580963,0.3360652327537536,0.0,0.0013422819320112,1.0,0.25
8,U38418,N27742,19,0,0.2759140133857727,0.3909200429916382,0.0,0.0,1.0,0.0
8,U38418,N30963,20,0,0.2751370668411255,0.3868072032928467,0.0,0.0053691277280449,1.0,0.0
8,U38418,N12330,21,0,0.2713026106357574,0.2913734316825866,0.0,0.0134228188544511,1.0,0.25
8,U38418,N49038,22,0,0.2651927769184112,0.3670950531959533,0.0,0.0,1.0,0.0
8,U38418,N48084,23,0,0.2547822892665863,0.3436623811721802,0.0,0.0006711409660056,1.0,0.0
8,U38418,N24275,24,0,0.2530402839183807,0.2567562162876129,0.0,0.0,1.0,0.25
8,U38418,N42515,25,0,0.2401960492134094,0.2486086934804916,0.0,0.1416107416152954,1.0,0.0
8,U38418,N50670,26,0,0.2299260199069976,0.2053911685943603,0.0,0.0,1.0,0.25
8,U38418,N37458,27,0,0.2249360084533691,0.188336580991745,0.0,0.0134228188544511,1.0,0.25
8,U38418,N19685,28,0,0.2139238119125366,0.1689358204603195,0.0,0.0020134227816015,1.0,0.25
8,U38418,N54197,29,0,0.2129639685153961,0.2510310411453247,0.0,0.0,1.0,0.0
8,U38418,N6388,30,0,0.211740955710411,0.2366801351308822,0.0,0.0261744949966669,1.0,0.0
8,U38418,N8455,31,0,0.2055713534355163,0.2346030324697494,0.0,0.0,1.0,0.0
8,U38418,N53754,32,0,0.1914441734552383,0.2026126980781555,0.0,0.0013422819320112,1.0,0.0
8,U38418,N2307,33,0,0.1746552586555481,0.3872279524803161,0.0,0.0020134227816015,0.0,0.0
8,U38418,N58081,34,0,0.1494622528553009,0.1087229773402214,0.0,0.0026845638640224,1.0,0.0
8,U38418,N60472,35,0,0.1440898329019546,0.0979774072766304,0.0,0.0,1.0,0.0
8,U38418,N37055,36,0,0.1375000029802322,0.0,0.0,0.0,1.0,0.25
8,U38418,N28716,37,0,0.1287840157747268,0.2861867249011993,0.0,0.0,0.0,0.0
8,U38418,N31503,38,0,0.1223761290311813,0.270455539226532,0.0,0.0033557047136127,0.0,0.0
8,U38418,N5940,39,0,0.1168932318687439,0.2588678896427154,0.0,0.0020134227816015,0.0,0.0
8,U38418,N63421,40,0,0.0762303695082664,0.1688042432069778,0.0,0.0013422819320112,0.0,0.0
